Activity Sol,Location,Feature,Target Name,Target Type,Site,Drive,x,y,z,u,v,w,Image ID,i,j,Target Notes
1965,Plains,Block_Island,Clayhead_Swamp,Rock,105,144,-24.967,-5.82,0.532,0.223004,0.227004,-0.948018,1F302278340FFLA5B8P1214L0M1,473,452,
1966,Plains,Block_Island,Spring_House_Ice_Pond,Rock,105,144,-25.056,-5.833,0.496,0.195087,0.391175,-0.899402,1F302278340FFLA5B8P1214L0M1,467,415,
1967,Plains,Block_Island,Middle_Pond,Rock,105,144,-25,-5.825,0.518,0.269018,0.348023,-0.898059,1F302278340FFLA5B8P1214L0M1,471,437,
1974,Plains,Block_Island,Vail_Beach,Soil,105,169,-24.62,-5.939,0.741,-0.017007,0.070028,-0.9974,1F303342396FFLA5BXP1214L0M1,483,494,
1976,Plains,Block_Island,Siah's_Swamp,Rock,105,176,-25.059,-5.997,0.452,0.3669,0.2039,-0.90765,1F303519691FFLA5C4P1214L0M1,465,391,
1979,Plains,Block_Island,Veteran's_Park,Rock,105,176,-24.87,-6.03,0.58,0.533004,0.224171,-0.815876,1F303519691FFLA5C4P1214L0M1,507,488,
1982,Plains,Block_Island,Siah's_Swamp2,Rock,105,179,-25.062,-6.032,0.452,0.3411,0.2011,-0.9183,1F304047354FFLA5C7P1214L0M1,467,388,
1986,Plains,Block_Island,Fresh_Pond,Rock,105,179,-24.844,-5.98,0.593,0.023989,0.047979,-0.99856,1F304047354FFLA5C7P1214L0M1,474,506,
2016,Plains,Plains,Limnos,Scuff,106,1130,-61.945,-261.1,8.23,0.466043,-0.423039,-0.777072,1F307068244FFLA63QP1214L0M1,488,539,
2029,Plains,Shelter_Island,Dering_Harbor,Rock,107,189,-13.024,-27.435,1.156,-0.040007,0.830151,-0.556101,1F308484200FFLA7CHP1151L0M1,475,500,
2065,Plains,Marquette_Island,Peck_Bay,Rock,109,717,-141.377,24.409,-0.905,-0.466013,-0.488014,-0.738021,1F311328435FFLA9R5P1214L0M1,471,422,
2072,Plains,Marquette_Island,Islington_Bay,Rock,109,717,-141.45,24.349,-0.801,-0.576671,-0.601657,-0.552685,1F311505364FFLA9R5P1110L0M1,474,480,
2089,Plains,Marquette_Island,Loon_Lake,Rock,109,819,-141.432,24.507,-0.893,-0.039988,0.858742,-0.510846,1F313548577FFLA9TZP1214L0M1,464,411,
2100,Plains,Marquette_Island,Peck_Bay2,Rock,109,935,-141.389,24.398,-0.88,-0.425827,-516790,-742698,1F314166640FFLA9X7P1214L0M1,466,392,
2110,Plains,Marquette_Island,Cube_Point,Rock,109,935,-141.447,24.352,-0.798,-0.447051,-0.666075,-0.597067,1F314166640FFLA9X7P1214L0M1,474,430,
2118,Plains,Marquette_Island,Peck_Bay3,Rock,109,935,-141.37,24.39,-0.892,-0.487119,-0.479117,-0.730179,1F314166640FFLA9X7P1214L0M1,458,387,Also referred to as Peck_Bay2_offset1.
2119,Plains,Marquette_Island,Peck_Bay4,Rock,109,935,-141.366,24.395,-0.892,-0.556969,-0.430976,-0.709961,1F314166640FFLA9X7P1214L0M1,458,386,Also referred to as Peck_Bay2_offset2.
2150,Plains,Chocolate_Hills,Aloya,Rock,111,202,-15.891,6.782,-0.428,0.170926,0.247893,-0.95359,1F318962640FFLABCUP1214L0M1,464,377,
2154,Plains,Chocolate_Hills,Arogo,Rock,111,205,-15.796,6.789,-0.389,0.139959,0.20494,-0.968716,1F319235840FFLABCXP1214L0M1,467,397,
2157,Plains,Chocolate_Hills,Tears,Rock,111,205,-15.84,6.7,-0.438,0.213899,0.202905,-0.955551,1F319235840FFLABCXP1214L0M1,463,364,
2158,Plains,Chocolate_Hills,Dano,Rock,111,205,-15.821,6.745,-0.411,0.213899,0.202905,-0.955551,1F319235840FFLABCXP1214L0M1,464,381,
2224,Plains,Plains,Ocean_Watch,Soil,116,0,1.142,-0.386,0.36,-0.039991,-0.200956,-0.978784,1F325357879FFLAG00P1214L0M1,479,474,
2297,Plains,Plains,Juneau,Soil,120,885,-2.724,203.17,-4.778,-0.031015,-0.009004,-0.999478,1F331928037FFLAKVTP1214L0M1,484,682,
2297,Plains,Plains,Roadcut,Soil,120,885,-2.219,202.915,-4.833,-0.4699,0.039992,-0.88181,1F331928037FFLAKVTP1214L0M1,473,459,
2317,Plains,Plains,Valparaiso,Rock,122,0,0.728,-0.723,0.293,,,,1F333703052FFLAM00P1214L0M1,479,537,
2340,Plains,Cambridge_Bay,Clarin_Beach,Rock,124,638,22.209,133.624,-6.172,0.11697,-0.149962,-0.981748,1F336015901FFLAOOYP1110L0M1,490,594,
2341,Plains,Cambridge_Bay,Duero_Beach,Rock,124,638,21.973,133.88,-6.212,-0.110984,0.159977,-0.980862,1F335655612FFLAOOYP1214L0M1,481,489,
2341,Plains,Cambridge_Bay,Layla_Beach,Rock,124,638,22.165,133.688,-6.198,-0.075005,-0.280018,-0.95706,1F336015901FFLAOOYP1110L0M1,481,560,
2342,Plains,Cambridge_Bay,Cervera_Shoal,Rock,124,638,22.097,133.739,-6.225,0.121946,-0.427811,-0.895604,1F336015901FFLAOOYP1110L0M1,484,527,
2342,Plains,Cambridge_Bay,Layla_Beach2,Rock,124,638,22.15,133.68,-6.2,,,,1F336015901FFLAOOYP1110L0M1,488,557,
2371,Plains,Oilean_Ruaidh,Lower_Mulroy,Rock,127,28,2.74,0.95,0.066,-0.445926,-0.062989,-0.892851,1F338586481FFLAR28P1214L0M1,467,476,
2371,Plains,Oilean_Ruaidh,Upper_Mulroy,Rock,127,28,2.778,0.981,0.05,-0.23097,-0.045994,-0.971873,1F338586481FFLAR28P1214L0M1,472,458,
2399,Plains,Plains,Puerto_Jimenez,Rock,129,857,40.49,195.86,-7.06,-0.017034,-0.039944,-0.999057,1F340982391FFLATV1P1214L0M1,498,714,
2481,Santa Maria Crater,Santa Maria Crater,Luis_de_Torres,Rock,137,133,15.211,4.096,-2.369,-0.073006,-0.195016,-0.978079,1F348170683FFLB1AXP1214L0M1,482,510,
2524,Santa Maria Crater,Santa Maria Crater,Ruiz_Garcia,Rock,137,285,29.577,9.504,-3.063,-0.059992,0.567925,-0.820891,1F351904723FFLB1F5P1214L0M1,479,436,
2611,Plains,Plains,Valdvia,Rock,146,9,0.617,-1.354,0.33,-0.069991,0.072991,-0.994874,1F359714784FFLBA09P1214L0M1,480,549,
2669,Plains,Gibraltar,Gibraltar,Rock,156,573,-80.23,87.733,-2.05,0.130998,-0.081999,-0.987986,1F365046753FFLBKN5P1214L0M1,486,611,
2669,Plains,Gibraltar,Gibraltar2,Rock,156,573,-80.207,87.753,-2.052,0.125944,-0.082963,-0.988562,1F365046753FFLBKN5P1214L0M1,485,626,
2669,Plains,Gibraltar,Gibraltar3,Rock,156,573,-80.185,87.773,-2.052,0.125944,-0.082963,-0.988562,1F365046753FFLBKN5P1214L0M1,483,643,
2669,Plains,Gibraltar,Gibraltar4,Rock,156,573,-80.136,87.796,-2.062,0.041002,0.015001,-0.999046,1F365046753FFLBKN5P1214L0M1,489,674,
2678,Plains,Plains,Shipwrights,Soil,157,986,-222.452,50.11,5.063,-0.041007,-0.063011,-0.99717,1F365752301FFLBLYMP1214L0M1,478,519,
2694,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins1,Rock,158,527,-47.588,86.511,3.175,-0.061026,-0.320137,-0.945404,1F367168940FFLBMLVP1214L0M1,470,413,
2694,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins_B,Rock,158,527,-47.594,86.489,3.192,0.059015,-0.598154,-0.799205,1F367168940FFLBMLVP1214L0M1,475,423,
2694,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins_C,Rock,158,527,-47.586,86.475,3.209,0.127003,-0.540013,-0.83202,1F367168940FFLBMLVP1214L0M1,474,433,
2694,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins_D,Rock,158,527,-47.584,86.445,3.22,0.038998,-0.312986,-0.948957,1F367168940FFLBMLVP1214L0M1,475,443,
2695,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins2,Rock,158,527,-47.594,86.489,3.192,0.059015,-0.598154,-0.799205,1F367168940FFLBMLVP1214L0M1,475,423,
2695,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins_F,Rock,158,527,-47.541,86.364,3.25,-0.342965,-0.570941,-0.745923,1F367168940FFLBMLVP1214L0M1,461,478,
2695,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins_G,Rock,158,527,-47.573,86.285,3.307,-0.046987,-0.276926,-0.959742,1F367168940FFLBMLVP1214L0M1,485,516,
2695,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins_H,Rock,158,527,-47.596,86.561,3.155,-0.10101,-0.50005,-0.860086,1F367168940FFLBMLVP1214L0M1,470,397,
2696,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins3,Rock,158,527,-47.586,86.475,3.209,0.127003,-0.540013,-0.83202,1F367168940FFLBMLVP1214L0M1,474,433,
2696,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins_I2,Rock,158,527,-47.563,86.315,3.288,0.142979,-0.324951,-0.93486,1F367168940FFLBMLVP1214L0M1,477,502,
2696,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Timmins_Oded,Rock,158,527,-47.523,86.353,3.246,-0.18103,-0.66111,-0.728122,1F367168940FFLBMLVP1214L0M1,452,481,
2699,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Shaw1,Rock,158,530,-47.601,86.65,3.149,-0.164036,0.022728,-0.986192,1F367614378FFLBMLYP1214L0M1,468,417,
2701,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Shaw2,Rock,158,530,-47.604,86.612,3.148,-0.159012,-0.020002,-0.987074,1F367614378FFLBMLYP1214L0M1,470,423,
2702,"Endeavour Crater, Cape York, Spirit Point",Tisdale,Shaw3,Rock,158,530,-47.6,86.6,3.15,,,,1F367614378FFLBMLYP1214L0M1,469,426,
2713,"Endeavour Crater, Cape York, Spirit Point",Chester_Lake,Salisbury1,Rock,159,19,1.161,-1.729,-0.004,-0.142009,0.192013,-0.971064,1F368770377FFLBN19P1214L0M1,479,564,
2713,"Endeavour Crater, Cape York, Spirit Point",Chester_Lake,Salisbury2,Rock,159,19,1.097,-1.629,0.03,-0.271879,0.121946,-0.954574,1F368770377FFLBN19P1214L0M1,478,622,
2734,"Endeavour Crater, Cape York, Spirit Point",Chester_Lake,Geluk,Rock,159,19,1.125,-1.689,0.011,-0.166003,0.298006,-0.940019,1F368770377FFLBN19P1214L0M1,474,588,
2764,"Endeavour Crater, Cape York",NW_Bench,Homestake,Rock,162,27,2.715,3.908,0.208,0.062019,-0.039012,-0.997312,1F373475332FFLBQ27P1214L0M1,479,516,
2765,"Endeavour Crater, Cape York",NW_Bench,Homestake2,Rock,162,27,2.727,3.898,0.211,0.010999,0.045995,-0.998881,1F373475332FFLBQ27P1214L0M1,473,517,
2766,"Endeavour Crater, Cape York",NW_Bench,Homestake3,Rock,162,27,2.703,3.919,0.207,0.196246,-0.024531,-0.980248,1F373475332FFLBQ27P1214L0M1,485,515,
2771,"Endeavour Crater, Cape York",NW_Bench,Deadwood,Rock,162,51,0.949,4.71,0.149,0.028004,-0.070011,-0.997153,1F374092388FFLBQ51P1214L0M1,476,515,
2787,"Endeavour Crater, Cape York",NW_Bench,Transvaal,Rock,162,690,26.35,107.054,-2.213,0.274977,0.031997,-0.960918,1F375245307FFLBQQEP1214L0M1,492,622,
2798,"Endeavour Crater, Cape York",Greeley_Haven,Boesmanskop,Rock,163,0,-0.414,-1.083,0.28,0.214955,-0.310934,-0.925805,1F376319328FFLBR00P1214L0M1,476,497,
2805,"Endeavour Crater, Cape York",Greeley_Haven,Komati,Rock,163,8,-0.547,-1.031,0.223,0.070629,-0.196192,-0.978018,1F377027717FFLBR08P1214L0M1,481,487,
2819,"Endeavour Crater, Cape York",Greeley_Haven,Amboy1,Rock,163,43,-0.294,-1.123,0.346,0.477146,-0.267082,-0.837257,1F378183650FFLBR43P1214L0M1,479,515,
2834,"Endeavour Crater, Cape York",Greeley_Haven,Amboy2,Rock,163,43,-0.313,-1.124,0.34,0.333937,-0.310941,-0.889832,1F378183650FFLBR43P1214L0M1,472,514,
2839,"Endeavour Crater, Cape York",Greeley_Haven,Amboy_Mosaic,Rock,163,43,-0.28,-1.04,0.35,,,,1F378183498SFLBR43P1165L0M1,211,543,
2895,"Endeavour Crater, Cape York",Greeley_Haven,Amboy3,Rock,163,43,-0.319,-1.155,0.349,0.318862,-0.342852,-0.883617,1F378183650FFLBR43P1214L0M1,472,508,
2919,"Endeavour Crater, Cape York",Greeley_Haven,Amboy4,Rock,163,51,-0.321,-1.014,0.333,0.49003,0.26002,-0.829006,1F386882170FFLBR51P1214L0M1,469,544,
2922,"Endeavour Crater, Cape York",Greeley_Haven,Amboy5,Rock,163,51,-0.28,-0.98,0.35,0.147988,-0.001,-0.988987,1F386882170FFLBR51P1214L0M1,486,558,
2924,"Endeavour Crater, Cape York",Greeley_Haven,Amboy6,Rock,163,51,-0.27,-0.96,0.35,0.146041,0,-0.989279,1F386882170FFLBR51P1214L0M1,490,565,
2927,"Endeavour Crater, Cape York",Greeley_Haven,Amboy7,Rock,163,51,-0.27,-0.95,0.35,0.115998,-0.178998,-0.976987,1F386882170FFLBR51P1214L0M1,489,569,
2929,"Endeavour Crater, Cape York",Greeley_Haven,Amboy8,Rock,163,51,-0.27,-0.93,0.34,0.11198,-0.176968,-0.977825,1F386882170FFLBR51P1214L0M1,487,575,
2931,"Endeavour Crater, Cape York",Greeley_Haven,Amboy9,Rock,163,51,-0.27,-0.9,0.34,0.198045,-0.108025,-0.974222,1F386882170FFLBR51P1214L0M1,485,588,
2935,"Endeavour Crater, Cape York",Greeley_Haven,Amboy10,Rock,163,51,-0.26,-0.87,0.34,0.194948,-0.108971,-0.974741,1F386882170FFLBR51P1214L0M1,488,602,
2937,"Endeavour Crater, Cape York",Greeley_Haven,Amboy11,Rock,163,51,-0.27,-0.98,0.36,0.068973,-0.177932,-0.981623,1F386882170FFLBR51P1214L0M1,492,560,
2940,"Endeavour Crater, Cape York",Greeley_Haven,Amboy12,Rock,163,51,-0.35,-1.27,0.38,0.142956,-0.237927,-0.960705,1F386882170FFLBR51P1214L0M1,479,484,
2957,"Endeavour Crater, Cape York",North_Pole,North_Pole1,Soil,163,198,7.411,1.349,1.051,0.093043,0.135063,-0.986459,1F390523674FFLBRCQP1214L0M1,483,542,
2957,"Endeavour Crater, Cape York",North_Pole,North_Pole2,Soil,163,198,7.375,1.418,1.05,0.102979,0.124975,-0.986801,1F390523674FFLBRCQP1214L0M1,483,526,
2960,"Endeavour Crater, Cape York",North_Pole,North_Pole3,Scuff,163,198,7.411,1.349,1.051,0.093043,0.135063,-0.986459,1F390523674FFLBRCQP1214L0M1,483,542,
2974,"Endeavour Crater, Cape York",Cape_York_Bench,Oostark_Canyon1,Rock,163,578,85.201,28.512,6.314,0.019997,0.261965,-0.96487,1F391940258FFLBRNAP1214L0M1,492,584,
2976,"Endeavour Crater, Cape York",Cape_York_Bench,Oostark_Canyon2,Rock,163,578,85.198,28.518,6.314,0.049992,0.225966,-0.972852,1F391940258FFLBRNAP1214L0M1,489,585,
2990,"Endeavour Crater, Cape York",Cape_York_Bench,Grasberg,Rock,163,678,105.276,36.151,6.788,-0.054992,0.084988,-0.994863,1F393537678FFLBRQ2P1214L0M1,480,486,
2992,"Endeavour Crater, Cape York",Cape_York_Bench,Grasberg2,Rock,163,678,105.246,36.149,6.789,-0.055989,0.084984,-0.994808,1F393537678FFLBRQ2P1214L0M1,479,480,
3006,"Endeavour Crater, Cape York",Cape_York_Bench,Grasberg3,Rock,163,678,105.296,36.165,6.801,-0.046995,0.001,-0.998895,1F393537678FFLBRQ2P1214L0M1,476,494,
3022,"Endeavour Crater, Cape York",Cape_York_Bench,Mons_Cupri,Rock,165,0,0.089,-1.261,0.164,-0.080035,0.150066,-0.985431,1F396383009FFLBT00P1214L0M1,480,487,
3027,"Endeavour Crater, Cape York",Cape_York_Bench,Rushall,Rock,166,0,0.997,-0.047,0.321,0.029012,0.091039,-0.995425,1F396648709FFLBU00P1214L0M1,476,559,
3027,"Endeavour Crater, Cape York",Cape_York_Bench,Rushall2,Rock,166,0,1.239,-0.066,0.299,0.143943,0.146942,-0.978615,1F396648709FFLBU00P1214L0M1,470,488,
3064,"Endeavour Crater, Cape York, Matijevic Hill",Cape_York_Bench,Kirkwood,Rock,167,537,-52.513,-76.928,-3.958,-0.240068,0.46113,-0.854241,1F400109181FFLBVM5P1229L0M1,476,457,
3073,"Endeavour Crater, Cape York, Matijevic Hill",Whitewater_Lake,Azilda,Rock,168,0,-1.089,0.104,0.445,-0.056007,0.112014,-0.992127,1F400817007FFLBW00P1214L0M1,478,505,
3078,"Endeavour Crater, Cape York, Matijevic Hill",Whitewater_Lake,Azilda2,Rock,168,0,-1.078,0.106,0.442,-0.025989,0.109955,-0.993597,1F400817007FFLBW00P1214L0M1,477,508,
3080,"Endeavour Crater, Cape York, Matijevic Hill",Whitewater_Lake,Azilda3,Rock,168,0,-1.055,0.117,0.442,0.014998,-0.004,-0.99988,1F400817007FFLBW00P1214L0M1,471,514,
3092,"Endeavour Crater, Cape York, Matijevic Hill",Whitewater_Lake,Chelmsford1,Rock,168,19,-0.902,-0.444,0.32,-0.122061,0.217109,-0.968486,1F402508029FFLBW19P1214L0M1,483,509,
3094,"Endeavour Crater, Cape York, Matijevic Hill",Whitewater_Lake,Chelmsford2,Rock,168,29,-0.961,-0.427,0.327,-0.104012,0.25203,-0.962114,1F402682169FFLBW29P1214L0M1,484,492,
3096,"Endeavour Crater, Cape York, Matijevic Hill",Whitewater_Lake,Chelmsford3,Rock,168,29,-0.983,-0.422,0.326,-0.095031,0.235078,-0.96732,1F402682169FFLBW29P1214L0M1,483,486,
3137,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Sand_Cherry,Rock,168,1507,4.32,-28.241,-4.182,-0.142606,0.180768,-0.973132,1F406498068FFLBW__P1214L0M1,478,513,
3158,"Endeavour Crater, Cape York, Matijevic Hill",Copper_Cliff,Onaping,Rock,168,1557,3.599,-31.61,-4.735,-0.143079,0.674371,-0.724398,1F408277249FFLBW__P1214L0M1,475,455,
3162,"Endeavour Crater, Cape York, Matijevic Hill",Copper_Cliff,Onaping2,Rock,168,1557,3.6,-31.62,-4.75,,,,1F408277249FFLBW__P1214L0M1,476,448,
3168,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Vermilion_Cliffs,Rock,168,1586,5.061,-32.474,-5.132,0.06401,0.437071,-0.897146,1F409159210FFLBW__P1214L0M1,466,550,
3174,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Vermilion_Lake,Rock,168,1586,5.081,-32.627,-5.174,-0.057977,0.138944,-0.988602,1F409159210FFLBW__P1214L0M1,471,497,
3177,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Vermilion_Lake2,Rock,168,1586,5.085,-32.649,-5.165,-0.063995,0.147987,-0.986917,1F409159210FFLBW__P1214L0M1,472,495,
3189,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Ortiz1,Rock,168,1699,9.841,-21.071,-4.107,-0.052009,0.186032,-0.981166,1F411110361FFLBW__P1214L0M1,483,488,
3192,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Ortiz2,Rock,168,1699,9.834,-21.04,-4.106,-0.04008,0.080159,-0.995976,1F411110361FFLBW__P1214L0M1,481,481,
3194,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Ortiz3,Rock,168,1699,9.821,-20.996,-4.095,-0.114022,0.227044,-0.967187,1F411110361FFLBW__P1214L0M1,479,472,
3197,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Ortiz2b,Rock,168,1699,9.837,-21.054,-4.112,-0.035,0.069,-0.997002,1F411110361FFLBW__P1214L0M1,481,483,
3207,"Endeavour Crater, Cape York, Matijevic Hill",Flack_Lake,Fullerton,Rock,169,36,1.207,-5.572,-0.386,-0.210026,0.254032,-0.944117,1F412797989FFLBX36P1214L0M1,482,543,
3208,"Endeavour Crater, Cape York, Matijevic Hill",Flack_Lake,Fullerton2,Rock,169,36,1.223,-5.62,-0.396,-0.161924,0.049977,-0.985537,1F412797989FFLBX36P1214L0M1,481,527,
3209,"Endeavour Crater, Cape York, Matijevic Hill",Flack_Lake,Fullerton3,Rock,169,36,1.225,-5.618,-0.402,-0.168013,0.058005,-0.984077,1F412797989FFLBX36P1214L0M1,482,525,
3214,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Fecunis_Lake,Rock,169,232,38.599,-15.666,-5.761,-0.164983,0.242974,-0.9559,1F413425438FFLBXDOP1214L0M1,477,531,
3224,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Maley,Rock,169,328,38.112,-31.833,-7.49,-0.243,0.216,-0.946,1F413952261SFLBXGCP1165L0M1,205,527,
3239,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Lihir,Rock,169,570,13.491,-1.285,-1.914,-0.145994,0.178992,-0.972958,1F415203872FFLBXN2P1214L0M1,477,530,
3247,"Endeavour Crater, Cape York, Matijevic Hill",Kirkwood,Sturgeon_River,Rock,169,766,-12.42,-7.888,0.2,-0.106983,0.283955,-0.95285,1F416350666FFLBXSIP1214L0M1,472,467,
3248,"Endeavour Crater, Cape York, Matijevic Hill",Kirkwood,Sturgeon_River2,Rock,169,766,-12.438,-7.83,0.239,-0.397109,0.470129,-0.788216,1F416350666FFLBXSIP1214L0M1,481,490,
3249,"Endeavour Crater, Cape York, Matijevic Hill",Kirkwood,Sturgeon_River1a,Rock,169,766,-12.421,-7.861,0.21,-0.29598,0.373975,-0.878942,1F416350666FFLBXSIP1214L0M1,478,474,
3250,"Endeavour Crater, Cape York, Matijevic Hill",Kirkwood,Lake_Laurentian,Rock,169,766,-12.682,-7.501,0.41,-0.021005,0.170037,-0.985214,1F416350666FFLBXSIP1214L0M1,486,702,
3250,"Endeavour Crater, Cape York, Matijevic Hill",Kirkwood,South_Range,Rock,169,766,-12.569,-7.612,0.346,-0.472833,0.39686,-0.786722,1F416350666FFLBXSIP1214L0M1,497,596,
3251,"Endeavour Crater, Cape York, Matijevic Hill",Kirkwood,Sturgeon_River3,Rock,169,766,-12.436,-7.851,0.227,-0.357855,0.510793,-0.781684,1F416350666FFLBXSIP1214L0M1,476,483,
3262,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Esperance,Rock,170,0,1.163,0.151,0.126,-0.133948,0.135947,-0.981619,1F417596798FFLBY00P1214L0M1,474,507,
3263,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Esperance2,Rock,170,0,1.19,0.163,0.133,-0.136045,0.093031,-0.986325,1F417596798FFLBY00P1214L0M1,477,502,
3267,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Esperance3,Rock,170,0,1.213,0.165,0.122,-0.112976,0.059987,-0.991785,1F417596798FFLBY00P1214L0M1,476,495,
3298,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Esperance4,Rock,170,8,1.21,0.174,0.129,-0.134025,0.10702,-0.985182,1F420792566FFLBY08P1214L0M1,476,496,
3301,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Esperance5,Rock,170,8,1.222,0.177,0.127,-0.146002,0.102001,-0.984012,1F420792566FFLBY08P1214L0M1,476,493,
3305,"Endeavour Crater, Cape York, Matijevic Hill",Matijevic_Hill,Esperance6,Rock,170,8,1.222,0.177,0.127,-0.146002,0.102001,-0.984012,1F420792566FFLBY08P1214L0M1,476,493,
3332,"Endeavour Crater, Cape York, Botany Bay",Botany_Bay,Gnarlaroo,Rock,172,1348,-262.184,-124.47,8.421,-0.030985,0.001999,-0.999518,1F423810151FFLC0__P1214L0M1,481,625,
3352,"Endeavour Crater, Cape York, Botany Bay",Botany_Bay,Tawny,Rock,175,589,-119.595,12.771,1.229,-0.10196,-0.018992,-0.994607,1F425685490FFLC3NLP1214L0M1,489,606,
3373,"Endeavour Crater, Cape York, Botany Bay",Botany_Bay,Queen_Adelaide,Soil,178,0,-0.85,-0.866,0.29,-0.159043,0.002001,-0.98727,1F427453845FFLC600P1214L0M1,482,487,
3378,"Endeavour Crater, Cape York, Botany Bay",Botany_Bay,Black_Shoulder,Rock,178,246,-51.27,13.245,1.425,0.322985,0.437979,-0.838961,1F427893692FFLC6E2P1214L0M1,473,470,
3380,"Endeavour Crater, Cape York, Botany Bay",Botany_Bay,Black_Shoulder2,Rock,178,246,-51.244,13.27,1.456,0.322076,0.440104,-0.838198,1F427893692FFLC6E2P1214L0M1,476,489,
3380,"Endeavour Crater, Cape York, Botany Bay",Botany_Bay,Black_Shoulder3,Rock,178,246,-51.301,13.208,1.401,0.321934,0.44091,-0.837829,1F427893692FFLC6E2P1214L0M1,472,451,
3390,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Red_Poker,Rock,179,71,-11.867,-10.19,-0.864,0.06902,0.248072,-0.96628,1F429050830FFLC771P1214L0M1,476,567,
3392,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Tick_Bush,Rock,179,100,-11.725,-6.447,-0.58,-0.093021,0.392091,-0.915211,1F429231585FFLC7A0P1214L0M1,477,601,
3396,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Tick_Bush2,Rock,179,100,-11.714,-6.457,-0.582,-0.070001,0.395004,-0.916009,1F429231585FFLC7A0P1214L0M1,468,607,
3403,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Platypus,Rock,179,183,-27.91,-19.55,-2.89,0.256113,0.377216,-0.890008,1F430027789FFLC7CBP1214L0M1,484,564,
3415,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Dibbler,Rock,179,473,-1.22,-43.78,-3.51,0.013,0.074,-0.997,1F431090674FFLC7KDP1214L0M1,477,493,
3422,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Monjon_Purple,Rock,179,498,-1.918,-45.821,-3.901,0.441052,0.360042,-0.822097,1F431713050FFLC7L2P1214L0M1,476,534,
3423,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Monjon_Gray,Rock,179,498,-1.962,-45.887,-3.935,0.103004,0.211009,-0.972042,1F431713050FFLC7L2P1214L0M1,481,503,
3427,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Poverty_Bush,Rock,180,45,-3.786,-6.574,-0.613,0.117988,0.399959,-0.908907,1F432340592FFLC845P1214L0M1,474,564,
3434,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Wally_Wombat,Rock,180,220,-4.3,-40.85,-3.15,0.159,-0.147,-0.976,1F432867346SFLC8DCP1165L0M1,198,490,
3444,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Callitris,Rock,180,545,-52.697,-82.438,-8.927,0.160981,0.063992,-0.984881,1F433665565FFLC8MDP1214L0M1,472,490,
3461,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Spinifex,Rock,180,777,-93.733,-61.523,-17.853,0.321189,-0.18611,-0.928548,1F435260995FFLC8STP1213L0M1,469,452,
3462,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Paper_Bark,Rock,180,777,-93.659,-61.569,-17.829,0.248022,-0.036003,-0.968085,1F435260995FFLC8STP1213L0M1,474,469,
